tanggal,kota,suhu_min,suhu_max,suhu_rata,curah_hujan,kelembaban,kecepatan_angin,lama_penyinaran,kondisi_cuaca
2023-04-04,Malang,21.276001,26.826,23.27392,22.0,92.11573,3.6839836,6.897589,Hujan
2023-04-05,Malang,20.926,27.576,23.746834,23.699999,85.34473,3.2410314,8.904162,Hujan
2023-04-06,Malang,20.626001,27.726,23.296835,19.600002,88.84214,4.391189,9.579542,Hujan
2023-04-07,Malang,21.426,26.876001,23.740587,5.3999996,87.9248,4.100204,6.2736588,Hujan
2023-04-08,Malang,20.176,28.276001,23.676,2.5,85.59269,3.6772406,8.724033,Berawan
2023-04-09,Malang,20.676,28.626001,23.869753,1.7000002,82.788605,4.6062913,9.426857,Berawan
2023-04-10,Malang,21.426,27.876001,23.703085,3.6000001,89.71288,5.081159,9.419212,Berawan
2023-04-11,Malang,20.776001,27.476,23.646837,9.6,91.416145,4.5515547,8.822371,Hujan
2023-04-12,Malang,22.026001,26.526001,23.811417,21.599998,93.664925,3.958683,6.198392,Hujan
2023-04-13,Malang,21.926,26.326,23.498919,15.8,93.01873,3.9097419,0.9888833,Hujan
2023-04-14,Malang,20.626001,26.976,23.201002,7.8,90.7627,4.1942573,6.2621713,Hujan
2023-04-15,Malang,20.776001,26.776001,23.396835,9.000001,90.57291,4.2645717,7.7981925,Hujan
2023-04-16,Malang,21.376001,28.576,24.401003,3.7999997,86.893425,3.3643284,10.409639,Berawan
2023-04-17,Malang,21.826,27.026001,23.776001,22.300001,89.967705,3.7669003,7.7497954,Hujan
2023-04-18,Malang,21.876001,27.526001,23.986418,0.3,86.58849,4.1086802,6.6027517,Berawan
2023-04-19,Malang,21.876001,28.626001,24.888498,0.3,83.76224,3.4863505,11.055637,Berawan
2023-04-20,Malang,22.226,28.676,24.578081,3.6,86.70709,4.8053856,11.055807,Berawan
2023-04-21,Malang,20.626001,28.076,24.01975,4.2,86.481636,3.985679,11.121836,Berawan
2023-04-22,Malang,21.076,27.676,24.009333,4.9999995,85.43272,4.3770833,10.890543,Berawan
2023-04-23,Malang,21.326,28.226,24.492668,1.4,84.14524,4.4970365,10.0588,Berawan
2023-04-24,Malang,21.126001,28.376001,24.44684,1.6000001,84.3605,4.4235287,11.123111,Berawan
2023-04-25,Malang,21.676,29.026001,24.803083,0.1,84.30056,5.4479446,10.872183,Berawan
2023-04-26,Malang,21.726,27.676,24.021833,7.2999997,85.40627,4.4948964,7.2644777,Hujan
2023-04-27,Malang,21.426,27.626001,24.040583,1.4000001,85.33378,3.3947628,10.336271,Berawan
2023-04-28,Malang,21.676,26.776001,24.053085,6.2,88.47584,3.0598907,7.2859764,Hujan
2023-04-29,Malang,21.976,26.626001,23.89267,32.0,89.57519,4.4581633,6.663915,Hujan
2023-04-30,Malang,21.526001,28.376001,24.17392,22.3,87.126945,4.968544,9.601142,Hujan
2023-05-01,Malang,21.626001,28.276001,24.157251,24.500004,86.896065,4.485172,11.061855,Hujan
2023-05-02,Malang,21.326,27.426,24.078085,10.5,88.84336,4.0143747,6.142294,Hujan
2023-05-03,Malang,21.676,28.176,24.651001,0.2,86.88561,4.416774,9.2800665,Berawan
2023-05-04,Malang,22.576,28.126001,24.7385,0.1,84.915695,5.0971603,8.028598,Berawan
2023-05-05,Malang,21.426,28.326,24.726,0.3,83.851074,3.9506478,11.133106,Berawan
2023-05-06,Malang,21.926,27.626001,24.2885,2.0,87.65017,3.1208742,9.067157,Berawan
2023-05-07,Malang,22.426,27.026001,24.544748,0.1,87.26838,4.2981615,10.291317,Berawan
2023-05-08,Malang,22.076,28.076,24.628082,0.0,80.824776,4.8158674,11.0,Cerah
2023-05-09,Malang,22.076,27.376001,23.942667,0.8000001,81.63222,3.5672433,8.385967,Berawan
2023-05-10,Malang,21.926,26.726,24.136415,0.2,86.89667,5.3946476,5.735781,Berawan
2023-05-11,Malang,21.626001,27.526001,24.32392,0.3,84.72552,5.085675,6.853886,Berawan
2023-05-12,Malang,22.376001,28.576,24.951002,0.0,81.176704,4.5427723,10.635916,Cerah
2023-05-13,Malang,21.526001,27.226,23.734339,0.1,83.83719,11.719774,11.0,Berawan
2023-05-14,Malang,21.026001,26.276001,23.213501,0.0,82.66435,11.933545,10.975453,Cerah
2023-05-15,Malang,20.976,26.776001,23.223917,0.1,81.13111,9.857273,7.789173,Berawan
2023-05-16,Malang,20.526001,26.276001,22.8385,2.3999999,82.29095,6.608821,7.0217447,Berawan
2023-05-17,Malang,19.876001,26.926,22.880167,0.2,82.13226,5.111845,7.5059056,Berawan
2023-05-18,Malang,19.276001,26.926,22.801,3.4999998,83.82759,4.9123316,11.085061,Berawan
2023-05-19,Malang,19.876001,27.826,23.528084,1.5000001,82.29111,4.9721904,11.0,Berawan
2023-05-20,Malang,19.776001,28.326,23.919752,0.1,77.560326,6.098112,11.0,Berawan
2023-05-21,Malang,19.576,27.926,23.771837,0.0,80.40942,5.823615,11.0,Cerah
2023-05-22,Malang,19.776001,27.626001,23.311419,0.0,76.74502,5.317275,11.023895,Cerah
2023-05-23,Malang,19.126001,27.226,23.240583,0.6,78.60072,3.8868654,11.025879,Berawan
2023-05-24,Malang,19.876001,27.976,23.76767,0.3,79.01081,4.392124,11.02791,Berawan
2023-05-25,Malang,21.226,28.376001,24.159334,0.0,81.336586,6.5195456,11.029993,Cerah
2023-05-26,Malang,20.076,28.576,24.178083,0.0,75.401985,4.2359405,10.386929,Cerah
2023-05-27,Malang,20.926,27.726,23.834333,0.0,79.15741,8.496291,10.532613,Cerah
2023-05-28,Malang,20.676,26.826,23.501,0.0,79.85959,7.5888495,10.118512,Cerah
2023-05-29,Malang,20.676,28.376001,23.9635,0.0,76.50118,4.7686095,11.0,Cerah
2023-05-30,Malang,19.176,28.076,23.486418,0.0,76.41149,5.3309317,11.0,Cerah
2023-05-31,Malang,19.626001,28.026001,23.682253,0.0,73.562,3.9446843,11.0,Cerah
2023-06-01,Malang,19.976,28.326,23.821836,0.1,78.99053,5.641267,11.0,Berawan
2023-06-02,Malang,22.226,27.826,24.246834,0.6,86.32837,7.6034446,11.0,Berawan
2023-06-03,Malang,21.376001,28.426,24.490583,0.6,83.949265,6.8818684,10.403604,Berawan
2023-06-04,Malang,21.976,26.526001,23.559334,7.8,89.88861,6.4514017,11.0,Hujan
2023-06-05,Malang,21.926,27.176,23.609335,21.199999,89.143715,5.923407,9.0,Hujan
2023-06-06,Malang,21.126001,25.126001,22.871836,16.4,92.85987,6.155906,4.715063,Hujan
2023-06-07,Malang,21.276001,26.626001,23.048922,48.199986,91.663086,4.0739083,9.37112,Hujan
2023-06-08,Malang,21.276001,27.276001,23.790586,0.0,85.26615,3.8234665,10.681507,Cerah
2023-06-09,Malang,22.176,27.376001,24.05725,0.0,83.210594,7.5225215,11.0,Cerah
2023-06-10,Malang,20.526001,26.776001,23.467669,0.3,85.94077,6.0994353,11.0,Berawan
2023-06-11,Malang,22.376001,26.876001,23.948915,4.0,86.680046,5.123173,9.977697,Berawan
2023-06-12,Malang,20.676,27.126001,23.70517,1.1,84.61386,3.975604,10.482228,Berawan
2023-06-13,Malang,21.276001,26.976,24.009333,0.1,83.9434,5.874371,11.0,Berawan
2023-06-14,Malang,21.376001,26.826,23.492668,0.0,81.77392,5.4837236,10.568448,Cerah
2023-06-15,Malang,21.376001,26.826,23.336418,0.0,84.843834,5.362578,11.0,Cerah
2023-06-16,Malang,21.626001,27.426,23.79267,0.0,84.09017,4.61394,10.756676,Cerah
2023-06-17,Malang,20.476,28.926,23.898918,1.6000001,81.224754,4.6085644,11.0,Berawan
2023-06-18,Malang,20.326,29.176,24.06975,0.0,77.122505,5.9007397,11.0,Cerah
2023-06-19,Malang,20.676,29.076,24.4135,0.3,76.82463,5.0687537,11.0,Berawan
2023-06-20,Malang,20.876001,29.226,24.546837,0.2,76.28715,5.234465,11.0,Berawan
2023-06-21,Malang,22.026001,28.276001,24.386414,0.2,76.85294,10.371439,11.0,Berawan
2023-06-22,Malang,21.526001,29.226,24.45725,0.0,75.900475,7.2294374,11.0,Cerah
2023-06-23,Malang,20.176,28.176,23.834335,0.5,79.84983,4.371402,11.0,Berawan
2023-06-24,Malang,19.776001,28.576,23.486418,0.8000001,82.09012,4.713841,11.0,Berawan
2023-06-25,Malang,20.376001,27.576,23.771835,3.3000002,84.66962,3.5486145,11.0,Berawan
2023-06-26,Malang,19.776001,27.676,23.101,2.2,86.753456,4.365042,11.0,Berawan
2023-06-27,Malang,20.726,26.026001,22.521837,10.099999,90.56896,6.3724666,5.1586366,Hujan
2023-06-28,Malang,21.576,25.326,22.86558,13.6,91.99302,7.187394,9.200889,Hujan
2023-06-29,Malang,21.826,26.476,23.471832,3.3,88.694916,7.466541,10.685234,Berawan
2023-06-30,Malang,21.426,27.426,23.523916,8.9,87.178406,6.0508695,9.583897,Hujan
2023-07-01,Malang,21.776001,25.026001,22.903084,21.200003,92.17565,9.565113,10.891094,Hujan
2023-07-02,Malang,21.826,24.626001,22.738503,32.199997,91.10308,8.338126,8.57456,Hujan
2023-07-03,Malang,20.326,25.626001,22.732252,6.3,89.97604,6.630891,10.301249,Hujan
2023-07-04,Malang,21.126001,26.726,22.934336,16.9,92.69354,4.767841,8.406995,Hujan
2023-07-05,Malang,21.626001,25.376001,23.015587,5.5,92.53046,5.9008594,9.531771,Hujan
2023-07-06,Malang,21.876001,25.576,23.119751,4.899999,91.83123,7.047839,9.907839,Berawan
2023-07-07,Malang,21.276001,24.226,22.130167,34.0,95.6079,6.1417627,3.526664,Hujan
2023-07-08,Malang,21.326,25.926,22.9635,2.3999996,92.86877,4.4263277,7.7550836,Berawan
2023-07-09,Malang,20.076,26.226,23.001,0.0,85.96765,3.6991665,11.0,Cerah
2023-07-10,Malang,20.826,26.726,23.051003,0.1,86.365776,4.292376,10.501699,Berawan
2023-07-11,Malang,19.876001,26.226,22.607252,0.0,86.30535,5.756489,11.0,Cerah
2023-07-12,Malang,19.326,25.976,22.373917,0.2,82.47808,8.271631,11.0,Berawan
2023-07-13,Malang,21.026001,25.026001,22.684334,1.1,88.5642,8.284083,6.3910494,Berawan
2023-07-14,Malang,21.276001,24.776001,22.686419,0.1,86.82142,9.983456,10.8145895,Berawan
2023-07-15,Malang,21.176,25.876001,22.888498,0.4,87.31613,7.193185,10.813481,Berawan
2023-07-16,Malang,20.076,24.626001,22.013502,0.70000005,87.51481,8.454022,11.015151,Berawan
2023-07-17,Malang,16.976,26.426,21.826002,0.0,86.34287,6.2656198,11.013393,Cerah
2023-07-18,Malang,18.076,26.876001,22.440584,1.3000001,83.46314,4.512978,11.0,Berawan
2023-07-19,Malang,19.126001,25.676,21.896835,0.0,83.36381,10.338156,11.009948,Cerah
2023-07-20,Malang,18.476,25.626001,21.553085,0.0,77.13993,10.05293,11.008256,Cerah
2023-07-21,Malang,19.226,25.376001,21.828087,0.0,80.987495,9.525152,11.0,Cerah
2023-07-22,Malang,18.776001,26.776001,22.467667,0.0,79.36667,6.009042,11.004951,Cerah
2023-07-23,Malang,19.526001,26.226,22.450998,0.0,82.89343,5.1878057,10.734213,Cerah
2023-07-24,Malang,18.526001,26.976,22.361418,0.3,84.98435,4.5084667,11.0,Berawan
2023-07-25,Malang,18.326,28.276001,22.557251,0.0,82.26861,5.170176,11.068769,Cerah
2023-07-26,Malang,19.426,26.626001,22.259333,0.0,81.78548,7.821236,11.0,Cerah
2023-07-27,Malang,17.376001,25.876001,21.373917,0.0,83.62086,6.6593814,11.0,Cerah
2023-07-28,Malang,17.926,25.976,21.60517,0.0,82.92815,7.120141,10.747249,Cerah
2023-07-29,Malang,18.326,25.976,21.75725,0.0,80.48007,5.8480544,11.0,Cerah
2023-07-30,Malang,17.476,26.276001,21.665583,0.0,82.0481,8.105634,10.0,Cerah
2023-07-31,Malang,18.576,26.526001,21.686417,0.0,85.8872,5.9642153,11.127919,Cerah
2023-08-01,Malang,17.926,28.676,22.798914,0.0,78.361244,5.1738434,11.0,Cerah
2023-08-02,Malang,19.076,29.076,23.632248,1.3000001,75.48185,4.263684,11.125253,Berawan
2023-08-03,Malang,20.426,28.226,23.342667,0.8,82.33976,5.294964,10.849244,Berawan
2023-08-04,Malang,20.326,25.026001,22.455168,0.2,85.6405,7.966401,10.874118,Berawan
2023-08-05,Malang,19.276001,28.276001,22.896835,0.8000001,80.9502,6.6668863,11.0,Berawan
2023-08-06,Malang,20.726,27.376001,23.348917,0.5,84.90896,6.90651,10.507093,Berawan
2023-08-07,Malang,19.426,27.526001,23.082247,0.2,85.05454,5.528051,11.0,Berawan
2023-08-08,Malang,18.376001,27.526001,22.740583,0.0,81.775856,5.122635,11.0,Cerah
2023-08-09,Malang,17.426,27.626001,22.076002,0.0,76.26774,4.358058,11.185225,Cerah
2023-08-10,Malang,17.726,27.576,21.767668,0.0,76.50155,6.1131186,11.184404,Cerah
2023-08-11,Malang,18.226,27.176,21.796835,0.0,70.64393,6.7416024,11.18365,Cerah
2023-08-12,Malang,17.276001,27.626001,21.51142,0.0,76.98381,5.32178,11.116206,Cerah
2023-08-13,Malang,16.926,28.226,22.238503,0.0,75.6162,5.1833816,11.049018,Cerah
2023-08-14,Malang,17.826,27.526001,22.130167,0.0,77.78161,6.0769916,11.0,Cerah
2023-08-15,Malang,18.826,28.226,22.848915,0.0,79.53542,7.4966555,11.114828,Cerah
2023-08-16,Malang,18.526001,27.826,22.484335,0.0,76.10093,8.919922,11.0,Cerah
2023-08-17,Malang,19.326,25.626001,21.590584,0.6,82.21502,10.149918,9.220112,Berawan
2023-08-18,Malang,18.776001,26.926,21.865583,0.1,82.96548,7.9386353,9.735475,Berawan
2023-08-19,Malang,18.276001,27.876001,22.74267,0.0,80.34849,5.073929,11.0,Cerah
2023-08-20,Malang,18.626001,28.476,22.653086,0.1,80.71058,7.049432,10.54329,Berawan
2023-08-21,Malang,19.526001,27.726,22.905167,0.0,78.717354,6.950936,11.047725,Cerah
2023-08-22,Malang,19.376001,27.076,22.523918,0.0,81.62295,7.0265074,11.0,Cerah
2023-08-23,Malang,18.476,27.126001,22.13225,0.0,82.5929,8.00081,11.0,Cerah
2023-08-24,Malang,19.276001,27.776001,23.082247,0.0,80.51777,6.0990562,11.0,Cerah
2023-08-25,Malang,20.526001,28.276001,23.303085,0.70000005,82.21033,7.3009257,11.0,Berawan
2023-08-26,Malang,19.926,27.576,22.751001,0.0,83.91429,6.4030704,11.0,Cerah
2023-08-27,Malang,17.426,28.476,22.251001,1.0,83.33703,6.650258,11.0,Berawan
2023-08-28,Malang,18.076,28.326,22.794748,0.1,76.86242,6.149168,11.182153,Berawan
2023-08-29,Malang,18.826,28.726,23.059336,0.4,74.38576,4.888949,11.115004,Berawan
2023-08-30,Malang,17.876001,29.676,23.059334,0.0,73.98914,5.7390203,11.174214,Cerah
2023-08-31,Malang,20.076,27.676,22.915586,0.0,83.301704,7.5144243,10.0,Cerah
2023-09-01,Malang,19.576,27.526001,22.405167,0.0,79.43319,7.767065,11.0,Cerah
2023-09-02,Malang,16.076,26.876001,21.457253,0.2,76.41543,8.349369,11.174979,Berawan
2023-09-03,Malang,17.176,27.876001,21.953085,0.6,75.934044,7.3375325,11.105129,Berawan
2023-09-04,Malang,17.126001,27.326,21.94475,0.1,73.866516,7.0564675,11.100295,Berawan
2023-09-05,Malang,17.276001,27.876001,22.207253,0.0,75.26244,6.704505,11.160324,Cerah
2023-09-06,Malang,20.326,27.076,23.178085,0.0,77.94309,9.785996,11.0,Cerah
2023-09-07,Malang,19.576,27.676,22.928083,0.0,79.57827,9.555796,11.0,Cerah
2023-09-08,Malang,18.376001,29.176,22.998917,0.0,73.099556,6.8136096,11.332461,Cerah
2023-09-09,Malang,17.226,29.326,22.505165,0.0,67.61326,6.320319,11.457811,Cerah
2023-09-10,Malang,18.976,28.726,22.782251,0.0,79.1995,7.426821,10.0,Cerah
2023-09-11,Malang,20.176,29.776001,23.932251,1.3000001,78.616005,5.8723464,11.066049,Berawan
2023-09-12,Malang,21.326,29.526001,24.205164,0.4,79.89439,7.4513345,11.061371,Berawan
2023-09-13,Malang,19.676,29.276001,23.821833,0.8,77.11199,8.013258,11.120968,Berawan
2023-09-14,Malang,20.076,26.126001,22.803083,5.1000004,80.69784,9.429499,11.0,Hujan
2023-09-15,Malang,18.426,28.326,23.10308,0.5,78.26299,7.5394797,11.046909,Berawan
2023-09-16,Malang,18.776001,29.826,23.546831,2.3,80.07723,6.233608,11.429223,Berawan
2023-09-17,Malang,20.876001,28.776001,23.95517,0.2,79.424065,8.486118,10.297696,Berawan
2023-09-18,Malang,19.776001,27.976,23.240585,0.0,78.00596,8.807355,11.097115,Cerah
2023-09-19,Malang,19.426,28.876001,23.482252,0.0,73.70362,7.93891,11.5474205,Cerah
2023-09-20,Malang,19.326,29.276001,23.623915,0.0,73.50304,7.2318172,11.54362,Cerah
2023-09-21,Malang,19.176,29.476,23.561422,0.0,67.82664,8.023757,11.66864,Cerah
2023-09-22,Malang,19.076,28.476,22.842669,0.0,69.66726,9.697183,11.625284,Cerah
2023-09-23,Malang,17.476,28.426,22.9385,0.0,76.07198,6.704858,11.459388,Cerah
2023-09-24,Malang,18.976,29.626001,23.80517,0.1,71.21917,6.0104375,11.6470375,Berawan
2023-09-25,Malang,20.176,29.426,23.786417,0.0,76.66331,9.668438,11.074116,Cerah
2023-09-26,Malang,19.076,30.926,23.811417,0.0,67.2811,7.976849,11.66866,Cerah
2023-09-27,Malang,19.226,31.326,24.38642,0.0,69.758575,6.390284,11.666124,Cerah
2023-09-28,Malang,20.176,30.976,24.584337,0.2,74.15004,6.0290484,11.256739,Berawan
2023-09-29,Malang,20.276001,32.225998,25.013504,0.0,70.73946,6.5611515,11.700395,Cerah
2023-09-30,Malang,20.976,31.176,24.71975,0.0,71.72646,7.8400016,11.297908,Cerah
2023-10-01,Malang,20.526001,30.876001,24.53225,0.0,69.141136,8.461499,11.720777,Cerah
2023-10-02,Malang,20.576,29.676,24.2135,0.1,72.78976,8.65831,11.018434,Berawan
2023-10-03,Malang,20.826,30.026001,24.267668,2.4999998,77.06283,6.097801,9.770245,Berawan
2023-10-04,Malang,20.176,31.626001,25.123922,0.5,74.340004,5.44094,11.729813,Berawan
2023-10-05,Malang,21.126001,33.076,25.746834,0.1,70.79929,6.770828,11.729856,Berawan
